"YouthEducationStatusID","EnrollmentID","PersonalID","InformationDate","CurrentSchoolAttend","MostRecentEdStatus","CurrentEdStatus","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"765077_1","765077","658807",2020-03-05,,,,1,2020-03-06 09:20:50,2020-06-03 14:45:41,"24",,"1036"
"765077_3","765077","658807",2020-06-03,,,,3,2020-03-06 09:20:50,2020-06-03 14:45:41,"24",,"1036"
"773097_1","773097","658838",2020-06-01,,,,1,2020-06-11 08:57:47,2021-05-25 11:18:03,"26",,"1036"
"773097_3","773097","658838",2021-05-25,,,,3,2020-06-11 08:57:47,2021-05-25 11:18:03,"26",,"1036"
"826271_1","826271","658841",2021-09-30,,,,1,2021-09-30 08:36:29,2021-11-16 10:01:32,"27",,"1036"
"826271_3","826271","658841",2021-11-16,,,,3,2021-09-30 08:36:29,2021-11-16 10:01:32,"27",,"1036"
"765288_1","765288","658877",2020-03-09,,,,1,2020-03-09 13:41:01,2020-03-18 13:55:13,"26",,"1036"
"765288_3","765288","658877",2020-03-12,,,,3,2020-03-09 13:41:01,2020-03-18 13:55:13,"26",,"1036"
"765289_1","765289","658879",2020-03-06,,,,1,2020-03-09 13:51:21,2021-02-11 09:06:08,"26",,"1036"
"765289_3","765289","658879",2020-04-11,,,,3,2020-03-09 13:51:21,2021-02-11 09:06:08,"26",,"1036"
"767298_1","767298","658899",2020-03-28,,,,1,2020-03-29 08:59:47,2020-04-01 06:37:35,"59",,"1036"
"767298_3","767298","658899",2020-03-31,,,,3,2020-03-29 08:59:47,2020-04-01 06:37:35,"59",,"1036"
"768746_1","768746","658899",2020-03-30,,,,1,2020-04-15 08:48:08,2020-04-15 09:47:29,"59",,"1036"
"768746_3","768746","658899",2020-04-01,,,,3,2020-04-15 08:48:08,2020-04-15 09:47:29,"59",,"1036"
"813957_1","813957","658899",2021-05-30,,,,1,2021-06-01 06:34:52,2021-06-04 06:59:15,"59",,"1036"
"813957_3","813957","658899",2021-06-03,,,,3,2021-06-01 06:34:52,2021-06-04 06:59:15,"59",,"1036"
"830755_1","830755","658899",2021-11-05,,,,1,2021-11-15 16:17:56,2021-12-02 14:55:26,"28",,"1036"
"830755_3","830755","658899",2021-11-22,,,,3,2021-11-15 16:17:56,2021-12-02 14:55:26,"28",,"1036"
"837400_1","837400","658899",2022-01-08,,,,1,2022-01-18 13:58:16,2022-04-11 14:50:24,"28",,"1036"
"837400_3","837400","658899",2022-04-08,,,,3,2022-01-18 13:58:16,2022-04-11 14:50:24,"28",,"1036"
"768736_1","768736","658921",2020-04-10,,,,1,2020-04-15 07:09:47,2021-01-28 14:20:44,"27",,"1036"
"768736_3","768736","658921",2020-05-04,,,,3,2020-04-15 07:09:47,2021-01-28 14:20:44,"27",,"1036"
"765454_1","765454","658945",2020-03-09,,,,1,2020-03-11 09:16:16,2020-04-15 10:25:47,"26",,"1036"
"765454_3","765454","658945",2020-04-15,,,,3,2020-03-11 09:16:16,2020-04-15 10:25:47,"26",,"1036"
"765594_1","765594","658989",2020-03-04,,,,1,2020-03-11 13:58:34,2021-01-05 11:30:54,"27",,"1036"
"765594_3","765594","658989",2020-07-24,,,,3,2020-03-11 13:58:34,2021-01-05 11:30:54,"27",,"1036"
"765711_1","765711","659040",2020-03-11,,,,1,2020-03-12 15:26:17,2020-05-11 11:48:40,"27",,"1036"
"765711_3","765711","659040",2020-05-08,,,,3,2020-03-12 15:26:17,2020-05-11 11:48:40,"27",,"1036"
"770791_1","770791","659057",2020-05-11,,,,1,2020-05-11 13:06:15,2020-05-12 09:07:52,"18",,"1036"
"770791_3","770791","659057",2020-05-12,,,,3,2020-05-11 13:06:15,2020-05-12 09:07:52,"18",,"1036"
"823748_1","823748","659087",2021-09-03,,,,1,2021-09-03 11:48:45,2021-11-30 11:31:03,"26",,"1036"
"823748_3","823748","659087",2021-11-30,,,,3,2021-09-03 11:48:45,2021-11-30 11:31:03,"26",,"1036"
"813226_1","813226","659098",2021-05-24,,,,1,2021-05-24 08:48:31,2021-05-26 09:21:25,"26",,"1036"
"813226_3","813226","659098",2021-05-26,,,,3,2021-05-24 08:48:31,2021-05-26 09:21:25,"26",,"1036"
"815865_1","815865","659098",2021-06-16,,,,1,2021-06-17 13:57:54,2021-09-10 09:24:37,"27",,"1036"
"815865_3","815865","659098",2021-09-10,,,,3,2021-06-17 13:57:54,2021-09-10 09:24:37,"27",,"1036"
"778694_1","778694","659167",2020-08-04,,,,1,2020-08-07 15:18:42,2020-09-02 16:00:20,"26",,"1036"
"778694_3","778694","659167",2020-09-01,,,,3,2020-08-07 15:18:42,2020-09-02 16:00:20,"26",,"1036"
"766041_1","766041","659173",2020-03-12,,,,1,2020-03-17 10:32:18,2020-07-06 15:01:00,"25",,"1036"
"766041_3","766041","659173",2020-07-01,,,,3,2020-03-17 10:32:18,2020-07-06 15:01:00,"25",,"1036"
"766205_1","766205","659226",2020-03-11,,,,1,2020-03-18 13:23:52,2020-03-18 13:33:05,"26",,"1036"
"766205_3","766205","659226",2020-03-14,,,,3,2020-03-18 13:23:52,2020-03-18 13:33:05,"26",,"1036"
"766221_1","766221","659231",2020-03-16,,,,1,2020-03-18 14:06:21,2020-03-18 14:18:23,"26",,"1036"
"766221_3","766221","659231",2020-03-17,,,,3,2020-03-18 14:06:21,2020-03-18 14:18:23,"26",,"1036"
"813719_1","813719","659243",2021-05-27,,,,1,2021-05-27 12:01:35,2021-08-02 10:06:24,"28",,"1036"
"813719_3","813719","659243",2021-08-02,,,,3,2021-05-27 12:01:35,2021-08-02 10:06:24,"28",,"1036"
"794572_1","794572","659251",2020-12-29,,,,1,2020-12-29 09:56:08,2021-01-27 15:45:04,"27",,"1036"
"794572_3","794572","659251",2021-01-27,,,,3,2020-12-29 09:56:08,2021-01-27 15:45:04,"27",,"1036"
"766335_1","766335","659260",2020-03-17,,,,1,2020-03-19 14:19:23,2020-05-20 12:52:43,"27",,"1036"
"766335_3","766335","659260",2020-05-19,,,,3,2020-03-19 14:19:23,2020-05-20 12:52:43,"27",,"1036"
"863081_1","863081","659569",2022-09-14,,,,1,2022-09-15 16:02:43,2022-09-15 16:02:43,"27",,"1036"
"855300_1","855300","659643",2022-06-30,,,,1,2022-07-05 09:43:59,2022-08-25 13:53:53,"28",,"1036"
"855300_3","855300","659643",2022-08-24,,,,3,2022-07-05 09:43:59,2022-08-25 13:53:53,"28",,"1036"
"769147_1","769147","659750",2020-04-01,,,,1,2020-04-21 08:36:49,2020-05-14 09:36:45,"18",,"1036"
"769147_3","769147","659750",2020-05-01,,,,3,2020-04-21 08:36:49,2020-05-14 09:36:45,"18",,"1036"
"773581_1","773581","659765",2020-06-15,,,,1,2020-06-16 15:13:09,2020-07-24 15:23:13,"27",,"1036"
"773581_3","773581","659765",2020-07-23,,,,3,2020-06-16 15:13:09,2020-07-24 15:23:13,"27",,"1036"
"768198_1","768198","660004",2020-04-06,,,,1,2020-04-08 13:05:27,2020-05-07 13:05:57,"18",,"1036"
"768198_3","768198","660004",2020-05-07,,,,3,2020-04-08 13:05:27,2020-05-07 13:05:57,"18",,"1036"
"768486_1","768486","660096",2020-04-11,,,,1,2020-04-10 21:37:56,2020-06-05 08:00:11,"59",,"1036"
"768486_3","768486","660096",2020-06-05,,,,3,2020-04-10 21:37:56,2020-06-05 08:00:11,"59",,"1036"
"847195_1","847195","660121",2022-04-06,,,,1,2022-04-13 10:31:57,2022-04-13 10:31:57,"28",,"1036"
"769174_1","769174","660142",2020-04-08,,,,1,2020-04-21 11:14:22,2020-07-27 08:43:34,"27",,"1036"
"769174_3","769174","660142",2020-05-01,,,,3,2020-04-21 11:14:22,2020-07-27 08:43:34,"27",,"1036"
"768300_1","768300","660150",2020-04-09,,,,1,2020-04-09 10:15:06,2020-04-10 10:47:59,"59",,"1036"
"768300_3","768300","660150",2020-04-10,,,,3,2020-04-09 10:15:06,2020-04-10 10:47:59,"59",,"1036"
"768487_1","768487","660150",2020-04-11,,,,1,2020-04-10 22:42:27,2021-04-27 12:30:09,"59",,"1036"
"768487_3","768487","660150",2021-04-15,,,,3,2020-04-10 22:42:27,2021-04-27 12:30:09,"59",,"1036"
"827658_1","827658","660263",2021-10-06,,,,1,2021-10-13 09:25:53,2022-03-07 11:05:53,"29",,"1036"
"827658_3","827658","660263",2022-03-07,,,,3,2021-10-13 09:25:53,2022-03-07 11:05:53,"29",,"1036"
"769255_1","769255","660268",2020-04-10,,,,1,2020-04-22 08:51:04,2020-05-07 13:53:34,"18",,"1036"
"769255_3","769255","660268",2020-05-01,,,,3,2020-04-22 08:51:04,2020-05-07 13:53:34,"18",,"1036"
"768605_1","768605","660323",2020-04-02,,,,1,2020-04-13 15:43:06,2020-05-22 15:30:03,"27",,"1036"
"768605_3","768605","660323",2020-05-22,,,,3,2020-04-13 15:43:06,2020-05-22 15:30:03,"27",,"1036"
"774945_1","774945","660323",2020-06-30,,,,1,2020-07-01 15:55:39,2020-07-24 15:34:17,"27",,"1036"
"774945_3","774945","660323",2020-07-17,,,,3,2020-07-01 15:55:39,2020-07-24 15:34:17,"27",,"1036"
"843800_1","843800","660406",2022-03-11,,,,1,2022-03-14 17:35:15,2022-03-14 17:48:14,"28",,"1036"
"843800_3","843800","660406",2022-03-14,,,,3,2022-03-14 17:35:15,2022-03-14 17:48:14,"28",,"1036"
"855305_1","855305","660547",2022-06-30,,,,1,2022-07-05 09:57:00,2022-08-15 09:49:21,"28",,"1036"
"855305_3","855305","660547",2022-08-10,,,,3,2022-07-05 09:57:00,2022-08-15 09:49:21,"28",,"1036"
"815393_1","815393","660559",2021-06-10,,,,1,2021-06-14 21:48:56,2021-12-14 11:08:14,"29",,"1036"
"815393_3","815393","660559",2021-12-02,,,,3,2021-06-14 21:48:56,2021-12-14 11:08:14,"29",,"1036"
"769312_1","769312","660561",2020-04-17,,,,1,2020-04-22 13:20:36,2020-05-07 14:18:06,"18",,"1036"
"769312_3","769312","660561",2020-05-01,,,,3,2020-04-22 13:20:36,2020-05-07 14:18:06,"18",,"1036"
"769001_1","769001","660564",2020-03-05,,,,1,2020-04-17 13:45:21,2020-07-21 13:29:23,"17",,"1036"
"769001_3","769001","660564",2020-06-15,,,,3,2020-04-17 13:45:21,2020-07-21 13:29:23,"17",,"1036"
"794104_1","794104","660564",2020-12-11,,,,1,2020-12-23 13:43:44,2022-07-08 13:33:01,"17",,"1036"
"794104_3","794104","660564",2022-06-27,,,,3,2020-12-23 13:43:44,2022-07-08 13:33:01,"17",,"1036"
"843607_1","843607","660568",2022-03-08,,,,1,2022-03-11 14:41:27,2022-03-11 14:44:08,"26",,"1036"
"843607_3","843607","660568",2022-03-11,,,,3,2022-03-11 14:41:27,2022-03-11 14:44:08,"26",,"1036"
"814154_1","814154","660586",2021-04-30,,,,1,2021-06-02 11:25:53,2021-06-02 11:39:20,"27",,"1036"
"814154_3","814154","660586",2021-06-02,,,,3,2021-06-02 11:25:53,2021-06-02 11:39:20,"27",,"1036"
"769479_1","769479","660608",2020-04-25,,,,1,2020-04-24 12:42:52,2020-04-28 08:19:36,"25",,"1036"
"769479_3","769479","660608",2020-04-27,,,,3,2020-04-24 12:42:52,2020-04-28 08:19:36,"25",,"1036"
"831946_1","831946","660608",2021-12-01,,,,1,2021-11-29 16:54:36,2022-05-05 11:16:35,"27",,"1036"
"831946_3","831946","660608",2022-01-24,,,,3,2021-11-29 16:54:36,2022-05-05 11:16:35,"27",,"1036"
"770896_1","770896","660724",2020-05-12,,,,1,2020-05-12 13:55:21,2020-05-14 13:47:08,"18",,"1036"
"770896_3","770896","660724",2020-05-14,,,,3,2020-05-12 13:55:21,2020-05-14 13:47:08,"18",,"1036"
"849143_1","849143","660779",2022-05-03,,,,1,2022-05-03 14:20:06,2022-07-01 09:50:37,"24",,"1036"
"849143_3","849143","660779",2022-06-29,,,,3,2022-05-03 14:20:06,2022-07-01 09:50:37,"24",,"1036"
"776090_1","776090","660806",2020-07-09,,,,1,2020-07-15 10:39:01,2020-09-02 13:45:24,"26",,"1036"
"776090_3","776090","660806",2020-09-01,,,,3,2020-07-15 10:39:01,2020-09-02 13:45:24,"26",,"1036"
"773205_1","773205","660870",2020-06-01,,,,1,2020-06-11 15:14:06,2021-05-20 14:46:17,"26",,"1036"
"773205_3","773205","660870",2021-05-20,,,,3,2020-06-11 15:14:06,2021-05-20 14:46:17,"26",,"1036"
"772522_1","772522","660891",2020-06-01,,,,1,2020-06-04 08:20:23,2020-06-04 08:26:56,"18",,"1036"
"772522_3","772522","660891",2020-06-03,,,,3,2020-06-04 08:20:23,2020-06-04 08:26:56,"18",,"1036"
"771654_1","771654","660899",2020-05-21,,,,1,2020-05-21 12:08:18,2020-05-22 09:49:58,"18",,"1036"
"771654_3","771654","660899",2020-05-22,,,,3,2020-05-21 12:08:18,2020-05-22 09:49:58,"18",,"1036"
"769836_1","769836","660926",2020-04-20,,,,1,2020-04-29 11:44:50,2020-05-26 11:52:32,"26",,"1036"
"769836_3","769836","660926",2020-05-26,,,,3,2020-04-29 11:44:50,2020-05-26 11:52:32,"26",,"1036"
"783879_1","783879","660926",2020-09-27,,,,1,2020-09-29 12:19:13,2020-11-05 08:56:34,"26",,"1036"
"783879_3","783879","660926",2020-11-04,,,,3,2020-09-29 12:19:13,2020-11-05 08:56:34,"26",,"1036"
"769837_1","769837","660927",2020-04-11,,,,1,2020-04-29 11:53:20,2020-09-02 09:13:47,"26",,"1036"
"769837_3","769837","660927",2020-08-28,,,,3,2020-04-29 11:53:20,2020-09-02 09:13:47,"26",,"1036"
"843173_1","843173","660927",2022-03-03,,,,1,2022-03-08 13:05:57,2022-04-07 09:04:59,"26",,"1036"
"843173_3","843173","660927",2022-04-03,,,,3,2022-03-08 13:05:57,2022-04-07 09:04:59,"26",,"1036"
"769843_1","769843","660932",2020-04-27,,,,1,2020-04-29 12:09:35,2020-05-04 10:07:20,"26",,"1036"
"769843_3","769843","660932",2020-05-03,,,,3,2020-04-29 12:09:35,2020-05-04 10:07:20,"26",,"1036"
"769844_1","769844","660933",2020-03-31,,,,1,2020-04-29 12:25:18,2020-05-13 09:02:40,"26",,"1036"
"769844_3","769844","660933",2020-05-12,,,,3,2020-04-29 12:25:18,2020-05-13 09:02:40,"26",,"1036"
"819513_1","819513","660951",2021-07-21,,,,1,2021-07-22 17:00:15,2021-08-20 15:10:27,"28",,"1036"
"819513_3","819513","660951",2021-08-13,,,,3,2021-07-22 17:00:15,2021-08-20 15:10:27,"28",,"1036"
"819518_1","819518","660951",2021-07-21,,,,1,2021-07-22 17:05:20,2021-07-28 17:31:43,"28",,"1036"
"819518_3","819518","660951",2021-07-27,,,,3,2021-07-22 17:05:20,2021-07-28 17:31:43,"28",,"1036"
"772513_1","772513","660975",2020-06-01,,,,1,2020-06-04 07:48:55,2020-06-04 07:55:16,"18",,"1036"
"772513_3","772513","660975",2020-06-03,,,,3,2020-06-04 07:48:55,2020-06-04 07:55:16,"18",,"1036"
"828606_1","828606","660975",2021-10-25,,,,1,2021-10-25 10:51:03,2021-11-03 12:49:15,"27",,"1036"
"828606_3","828606","660975",2021-11-03,,,,3,2021-10-25 10:51:03,2021-11-03 12:49:15,"27",,"1036"
"770165_1","770165","661048",2020-05-01,,,,1,2020-05-04 09:58:41,2021-01-07 17:07:57,"23",,"1036"
"770165_3","770165","661048",2020-06-15,,,,3,2020-05-04 09:58:41,2021-01-07 17:07:57,"23",,"1036"
"770204_1","770204","661057",2020-04-30,,,,1,2020-05-04 11:20:07,2021-09-22 11:10:15,"22",,"1036"
"770204_3","770204","661057",2020-07-21,,,,3,2020-05-04 11:20:07,2021-09-22 11:10:15,"22",,"1036"
"773194_1","773194","661063",2020-06-01,,,,1,2020-06-11 14:11:54,2021-05-26 09:04:19,"26",,"1036"
"773194_3","773194","661063",2021-05-26,,,,3,2020-06-11 14:11:54,2021-05-26 09:04:19,"26",,"1036"
"770246_1","770246","661065",2020-04-01,,,,1,2020-05-04 14:46:13,2020-10-07 13:01:33,"17",,"1036"
"770246_3","770246","661065",2020-09-01,,,,3,2020-05-04 14:46:13,2020-10-07 13:01:33,"17",,"1036"
"770292_1","770292","661080",2020-05-04,,,,1,2020-05-05 09:09:23,2020-07-07 20:36:48,"26",,"1036"
"770292_3","770292","661080",2020-07-07,,,,3,2020-05-05 09:09:23,2020-07-07 20:36:48,"26",,"1036"
"780168_1","780168","661122",2020-08-24,,,,1,2020-08-25 10:37:42,2020-09-08 11:25:51,"18",,"1036"
"780168_3","780168","661122",2020-09-08,,,,3,2020-08-25 10:37:42,2020-09-08 11:25:51,"18",,"1036"
"773186_1","773186","661136",2020-06-01,,,,1,2020-06-11 14:03:44,2021-05-21 10:40:39,"26",,"1036"
"773186_3","773186","661136",2021-05-21,,,,3,2020-06-11 14:03:44,2021-05-21 10:40:39,"26",,"1036"
"774283_1","774283","661163",2020-06-24,,,,1,2020-06-24 18:13:01,2020-09-02 10:08:40,"26",,"1036"
"774283_3","774283","661163",2020-09-01,,,,3,2020-06-24 18:13:01,2020-09-02 10:08:40,"26",,"1036"
"816897_1","816897","661349",2021-06-27,,,,1,2021-06-28 11:39:11,2021-09-15 07:50:20,"27",,"1036"
"816897_3","816897","661349",2021-09-13,,,,3,2021-06-28 11:39:11,2021-09-15 07:50:20,"27",,"1036"
"772682_1","772682","661367",2020-05-28,,,,1,2020-06-05 11:46:42,2021-05-21 10:46:59,"26",,"1036"
"772682_3","772682","661367",2021-05-21,,,,3,2020-06-05 11:46:42,2021-05-21 10:46:59,"26",,"1036"
"770859_1","770859","661371",2020-05-08,,,,1,2020-05-12 10:33:47,2020-11-10 13:02:25,"22",,"1036"
"770859_3","770859","661371",2020-11-03,,,,3,2020-05-12 10:33:47,2020-11-10 13:02:25,"22",,"1036"
"820432_1","820432","661371",2021-07-29,,,,1,2021-08-01 00:40:30,2021-08-29 22:36:51,"29",,"1036"
"820432_3","820432","661371",2021-08-27,,,,3,2021-08-01 00:40:30,2021-08-29 22:36:51,"29",,"1036"
"770984_1","770984","661426",2020-05-01,,,,1,2020-05-13 09:24:12,2020-05-13 09:36:17,"26",,"1036"
"770984_3","770984","661426",2020-05-13,,,,3,2020-05-13 09:24:12,2020-05-13 09:36:17,"26",,"1036"
"770996_1","770996","661434",2020-05-07,,,,1,2020-05-13 09:45:16,2020-05-26 11:54:38,"26",,"1036"
"770996_3","770996","661434",2020-05-21,,,,3,2020-05-13 09:45:16,2020-05-26 11:54:38,"26",,"1036"
"773168_1","773168","661434",2020-06-08,,,,1,2020-06-11 13:04:36,2020-06-22 08:49:50,"26",,"1036"
"773168_3","773168","661434",2020-06-15,,,,3,2020-06-11 13:04:36,2020-06-22 08:49:50,"26",,"1036"
"829041_1","829041","661434",2021-09-30,,,,1,2021-10-28 11:19:46,2021-10-28 11:29:48,"26",,"1036"
"829041_3","829041","661434",2021-10-18,,,,3,2021-10-28 11:19:46,2021-10-28 11:29:48,"26",,"1036"
"833969_1","833969","661434",2021-12-03,,,,1,2021-12-16 13:33:49,2022-01-17 10:18:47,"29",,"1036"
"833969_3","833969","661434",2022-01-15,,,,3,2021-12-16 13:33:49,2022-01-17 10:18:47,"29",,"1036"
"770997_1","770997","661436",2020-05-06,,,,1,2020-05-13 09:59:39,2020-06-01 12:07:39,"26",,"1036"
"770997_3","770997","661436",2020-05-29,,,,3,2020-05-13 09:59:39,2020-06-01 12:07:39,"26",,"1036"
"852868_1","852868","661436",2022-06-08,,,,1,2022-06-11 10:16:29,2022-06-11 12:00:18,"29",,"1036"
"852868_3","852868","661436",2022-06-10,,,,3,2022-06-11 10:16:29,2022-06-11 12:00:18,"29",,"1036"
"770998_1","770998","661437",2020-05-12,,,,1,2020-05-13 10:14:48,2020-07-08 09:17:47,"26",,"1036"
"770998_3","770998","661437",2020-06-27,,,,3,2020-05-13 10:14:48,2020-07-08 09:17:47,"26",,"1036"
"771062_1","771062","661461",2020-05-13,,,,1,2020-05-13 15:06:57,2020-07-21 13:31:49,"22",,"1036"
"771062_3","771062","661461",2020-07-08,,,,3,2020-05-13 15:06:57,2020-07-21 13:31:49,"22",,"1036"
"773167_1","773167","661482",2020-06-01,,,,1,2020-06-11 12:50:18,2021-05-21 10:34:46,"26",,"1036"
"773167_3","773167","661482",2021-05-21,,,,3,2020-06-11 12:50:18,2021-05-21 10:34:46,"26",,"1036"
"776128_1","776128","661570",2020-06-01,,,,1,2020-07-15 11:56:25,2020-07-15 16:16:22,"27",,"1036"
"776128_3","776128","661570",2020-06-03,,,,3,2020-07-15 11:56:25,2020-07-15 16:16:22,"27",,"1036"
"777351_1","777351","661629",2020-07-27,,,,1,2020-07-27 12:56:16,2021-02-09 09:14:55,"18",,"1036"
"777351_3","777351","661629",2020-08-03,,,,3,2020-07-27 12:56:16,2021-02-09 09:14:55,"18",,"1036"
"773142_1","773142","661707",2020-06-01,,,,1,2020-06-11 10:45:27,2021-05-25 15:01:07,"26",,"1036"
"773142_3","773142","661707",2021-05-25,,,,3,2020-06-11 10:45:27,2021-05-25 15:01:07,"26",,"1036"
"773075_1","773075","661709",2020-06-01,,,,1,2020-06-11 07:38:41,2021-05-25 09:52:14,"26",,"1036"
"773075_3","773075","661709",2021-05-25,,,,3,2020-06-11 07:38:41,2021-05-25 09:52:14,"26",,"1036"
"805583_1","805583","661754",2021-03-11,,,,1,2021-03-11 14:49:21,2021-08-19 12:03:51,"27",,"1036"
"805583_3","805583","661754",2021-07-06,,,,3,2021-03-11 14:49:21,2021-08-19 12:03:51,"27",,"1036"
"773150_1","773150","661763",2020-06-01,,,,1,2020-06-11 11:01:35,2021-06-01 09:26:12,"26",,"1036"
"773150_3","773150","661763",2021-06-01,,,,3,2020-06-11 11:01:35,2021-06-01 09:26:12,"26",,"1036"
"776146_1","776146","661802",2020-06-01,,,,1,2020-07-15 13:30:18,2021-02-08 14:45:42,"27",,"1036"
"776146_3","776146","661802",2021-02-08,,,,3,2020-07-15 13:30:18,2021-02-08 14:45:42,"27",,"1036"
"771786_1","771786","661819",2020-05-23,,,,1,2020-05-24 15:00:53,2020-05-26 09:59:47,"59",,"1036"
"771786_3","771786","661819",2020-05-25,,,,3,2020-05-24 15:00:53,2020-05-26 09:59:47,"59",,"1036"
"778845_1","778845","661819",2020-08-11,,,,1,2020-08-11 15:26:02,2020-08-21 10:17:13,"59",,"1036"
"778845_3","778845","661819",2020-08-21,,,,3,2020-08-11 15:26:02,2020-08-21 10:17:13,"59",,"1036"
"771824_1","771824","661833",2020-05-22,,,,1,2020-05-26 10:35:17,2021-02-03 14:37:09,"27",,"1036"
"771824_3","771824","661833",2020-06-29,,,,3,2020-05-26 10:35:17,2021-02-03 14:37:09,"27",,"1036"
"771827_1","771827","661835",2020-05-20,,,,1,2020-05-26 11:06:53,2020-07-24 14:58:42,"27",,"1036"
"771827_3","771827","661835",2020-07-10,,,,3,2020-05-26 11:06:53,2020-07-24 14:58:42,"27",,"1036"
"773372_1","773372","661844",2020-06-01,,,,1,2020-06-15 09:09:56,2021-06-01 09:32:12,"26",,"1036"
"773372_3","773372","661844",2021-06-01,,,,3,2020-06-15 09:09:56,2021-06-01 09:32:12,"26",,"1036"
"771852_1","771852","661854",2020-05-26,,,,1,2020-05-26 14:05:36,2020-06-04 12:12:46,"18",,"1036"
"771852_3","771852","661854",2020-06-04,,,,3,2020-05-26 14:05:36,2020-06-04 12:12:46,"18",,"1036"
"771890_1","771890","661892",2020-05-26,,,,1,2020-05-27 06:24:31,2020-06-30 10:48:10,"26",,"1036"
"771890_3","771890","661892",2020-06-29,,,,3,2020-05-27 06:24:31,2020-06-30 10:48:10,"26",,"1036"
"796635_1","796635","661892",2021-01-12,,,,1,2021-01-13 10:43:18,2021-05-10 09:08:26,"26",,"1036"
"796635_3","796635","661892",2021-04-30,,,,3,2021-01-13 10:43:18,2021-05-10 09:08:26,"26",,"1036"
"773818_1","773818","661909",2020-06-09,,,,1,2020-06-19 07:53:08,2021-05-25 09:19:09,"26",,"1036"
"773818_3","773818","661909",2021-05-25,,,,3,2020-06-19 07:53:08,2021-05-25 09:19:09,"26",,"1036"
"773072_1","773072","661939",2020-06-01,,,,1,2020-06-11 07:21:36,2021-02-08 14:18:56,"27",,"1036"
"773072_3","773072","661939",2021-02-08,,,,3,2020-06-11 07:21:36,2021-02-08 14:18:56,"27",,"1036"
"772248_1","772248","661994",2020-06-01,,,,1,2020-06-02 10:42:03,2020-08-10 11:39:22,"23",,"1036"
"772248_3","772248","661994",2020-07-30,,,,3,2020-06-02 10:42:03,2020-08-10 11:39:22,"23",,"1036"
"793319_1","793319","661994",2020-12-17,,,,1,2020-12-17 12:42:54,2021-06-15 16:25:31,"23",,"1036"
"793319_3","793319","661994",2021-06-15,,,,3,2020-12-17 12:42:54,2021-06-15 16:25:31,"23",,"1036"
"774276_1","774276","662025",2020-06-23,,,,1,2020-06-24 17:50:48,2020-10-05 13:46:46,"27",,"1036"
"774276_3","774276","662025",2020-09-24,,,,3,2020-06-24 17:50:48,2020-10-05 13:46:46,"27",,"1036"
"772153_1","772153","662045",2020-05-30,,,,1,2020-06-01 06:19:24,2020-10-05 06:19:02,"59",,"1036"
"772153_3","772153","662045",2020-06-06,,,,3,2020-06-01 06:19:24,2020-10-05 06:19:02,"59",,"1036"
"772874_1","772874","662113",2020-06-03,,,,1,2020-06-08 17:11:13,2021-06-01 09:34:00,"26",,"1036"
"772874_3","772874","662113",2021-06-01,,,,3,2020-06-08 17:11:13,2021-06-01 09:34:00,"26",,"1036"
"772312_1","772312","662118",2020-06-01,,,,1,2020-06-02 13:47:18,2020-10-15 12:25:08,"23",,"1036"
"772312_3","772312","662118",2020-10-14,,,,3,2020-06-02 13:47:18,2020-10-15 12:25:08,"23",,"1036"
"772432_1","772432","662177",2020-06-03,,,,1,2020-06-03 11:09:51,2020-07-01 12:07:35,"59",,"1036"
"772432_3","772432","662177",2020-07-01,,,,3,2020-06-03 11:09:51,2020-07-01 12:07:35,"59",,"1036"
"780686_1","780686","662243",2020-08-24,,,,1,2020-08-28 13:34:59,2020-08-28 13:35:36,"18",,"1036"
"780686_3","780686","662243",2020-08-28,,,,3,2020-08-28 13:34:59,2020-08-28 13:35:36,"18",,"1036"
"772872_1","772872","662247",2020-06-04,,,,1,2020-06-08 17:03:06,2021-02-10 14:40:50,"27",,"1036"
"772872_3","772872","662247",2021-02-10,,,,3,2020-06-08 17:03:06,2021-02-10 14:40:50,"27",,"1036"
"776098_1","776098","662252",2020-07-10,,,,1,2020-07-15 10:55:52,2020-09-02 13:58:40,"26",,"1036"
"776098_3","776098","662252",2020-09-01,,,,3,2020-07-15 10:55:52,2020-09-02 13:58:40,"26",,"1036"
"772868_1","772868","662304",2020-06-05,,,,1,2020-06-08 16:27:34,2021-05-25 14:40:24,"26",,"1036"
"772868_3","772868","662304",2021-05-25,,,,3,2020-06-08 16:27:34,2021-05-25 14:40:24,"26",,"1036"
"773820_1","773820","662306",2020-06-08,,,,1,2020-06-19 08:56:46,2021-02-11 14:00:17,"27",,"1036"
"773820_3","773820","662306",2021-02-11,,,,3,2020-06-19 08:56:46,2021-02-11 14:00:17,"27",,"1036"
"810483_1","810483","662328",2021-04-26,,,,1,2021-04-26 11:27:52,2021-06-01 16:23:18,"28",,"1036"
"810483_3","810483","662328",2021-06-01,,,,3,2021-04-26 11:27:52,2021-06-01 16:23:18,"28",,"1036"
"812774_1","812774","662334",2021-05-17,,,,1,2021-05-18 14:44:12,2022-09-22 15:19:20,"24",,"1036"
"812774_3","812774","662334",2022-09-16,,,,3,2021-05-18 14:44:12,2022-09-22 15:19:20,"24",,"1036"
"833151_1","833151","662343",2021-12-08,,,,1,2021-12-09 10:12:56,2021-12-13 09:27:04,"28",,"1036"
